name,code,state,lat,lon
Barua Bamungaon,BBGN,Assam,26.662157,93.944693
Anantnag,ANT,Jammu and Kashmir,33.73853424,75.10713109
Badalpur Ph,BDPA,West Bengal,21.710487,87.616227
Auvaneeswaram,AVS,Kerala,9.036513,76.852807
Bodhan,BDHN,Andhra Pradesh,18.645933,77.8881657
Baseri,BED,Uttar Pradesh,26.74699159,77.5430151
Badhai Balamgarh Halt,BDBG,Punjab,30.459894,74.460168
Aravankadu,AVK,Tamil Nadu,11.359124,76.769203
Atwa Muthia Halt,ATW,Uttar Pradesh,27.27399,80.415479
Bangarmau,BGMU,Uttar Pradesh,26.89181589,80.22205951
Bacheli,BCHL,Chhattisgarh,18.703461,81.238534
Barabar Halt,BBHT,Bihar,25.05585961,84.97436821
Bhoras Budrukh,BFJ,Maharashtra,20.538301,75.014292
Baral,BARL,Uttar Pradesh,28.494092,77.809975
Badabandha Road,BDBA,Orissa,20.276721,86.519951
Bara Gudah,BGD,Haryana,29.697657,75.001641
BAJALTA,BLA,Jammu and Kashmir,32.762368,74.953339
BHATEL,BHTL,Gujarat,22.1640963,69.4936287
TALLI SAIDASAHU,TSS,Punjab,31.03264,74.748404
BADARWAS,BDWS,Madhya Pradesh,24.98333982,77.56182792
BAIJNATH PAPROLA,BJPL,Himachal Pradesh,32.050369,76.632508
BANTANAHAL,BLL,Andhra Pradesh,15.16290019,77.27572365
BAGMAR,BMA,Madhya Pradesh,21.73712886,76.36160194
BOLWAD,BLWD,Maharashtra,16.823851,74.719998
BAMANI,BMNI,Maharashtra,17.512801,75.237643
Barhni,BNY,Uttar Pradesh,27.4957951,82.7918337
Bhadravati,BDVT,Karnataka,13.8424287,75.702832
BAPUDHAM MOTIHARI,BMKI,Bihar,26.655733,84.90529
BHIWANDI ROAD,BIRD,Maharashtra,19.268544,73.045654
BARI SADRI,BI,Rajasthan,24.411465,74.468715
BHILAD,BLD,Gujarat,20.2753232,72.887446
ALMAW,ALMW,Uttar Pradesh,25.259915,82.489941
BAGRI SAJJANPUR,BGX,Rajasthan,25.916759,73.821842
VASTRAPUR,VTP,Gujarat,23.00802,72.517982
BANDHNATH,BNTH,Gujarat,21.434145,70.356879
BIJOOR,BIJR,Karnataka,13.8221962,74.6420535
BANAS,BNS,Rajasthan,24.7131638,72.9887256
Bhilpur,BILP,Gujarat,22.196155,73.323477
BHAGWANPURA,BGPR,Rajasthan,25.419012,73.363312
BANTA RAGHUNATHGARH,BGG,Rajasthan,25.60180707,73.52738176
Bijaipur Road,BJPR,Madhya Pradesh,26.196877,77.305586
Bamiana,BMY,Uttar Pradesh,28.26312382,79.3291058
Banbihari Gwalipur,BNHR,Orissa,20.33902661,86.20503345
Bhatpura,BHAT,Madhya Pradesh,26.327284,77.674711
Brij Nagar,BINR,Rajasthan,27.439639,77.089708
Balikotia,BKS,Assam,26.46830942,92.57044308
Bir,BIR,Madhya Pradesh,22.05264,76.547232
Bhadri,BHDR,Uttar Pradesh,25.6766583,81.5677547
Bedham,BEDM,Rajasthan,27.453929,77.209461
BADARPUR JN,BPB,Assam,24.8651775,92.5563227
GHAT NANDUR,GTU,Maharashtra,18.722978,76.563483
Bantawala,BNTL,Karnataka,12.878545,75.034456
Birahalli,BRBL,Karnataka,12.667132,76.385196
BASUCHAK,BSCK,Uttar Pradesh,25.53140767,83.34822341
ANDAMPALIAM,AND,Tamil Nadu,12.08842638,79.16898527
BARETA,BRZ,Punjab,29.8593339,75.6924026
BARGAWAN,BRGW,Madhya Pradesh,24.197002,82.455989
BARSATHI,BSY,Uttar Pradesh,25.564133,82.473946
Bimlagarh Junction,BUF,Orissa,21.964332,85.017326
BASI KIRATPUR,BSKR,Uttar Pradesh,29.497228,78.213283
CHANDISAR,CDS,Gujarat,24.2064915,72.3128162
BHATINDA JN,BTI,Punjab,30.209488,74.932083
BALIMARA,BTZ,Assam,27.236868,95.333576
PATHANKOT,PTK,Punjab,32.271804,75.644427
BHAVANI NAGAR,BVNR,Maharashtra,17.156895,74.312946
Bighapur,BQP,Uttar Pradesh,26.3551471,80.6934544
AMALA NAGAR,AMLR,Kerala,10.561834,76.171838
Balaghat Junction,BTC,Madhya Pradesh,21.8116285,80.1998853
Baori Thikria,BOTI,Rajasthan,27.41454869,75.511335
Barog,BOF,Himachal Pradesh,30.8908529,77.0829696
Basantapur,BSTP,Orissa,21.548768,85.67659
Battulapuram,BTM,Andhra Pradesh,13.74759508,78.30580244
Baiswara,BSWA,Uttar Pradesh,26.284843,80.834712
Berhampore Court,BPC,West Bengal,24.0890841,88.263642
Atirampattinam,AMM,Tamil Nadu,10.33228523,79.38580759
Chirawa,CRWA,Rajasthan,28.22334137,75.65068452
Banwali,BWC,Rajasthan,29.919979,74.029894
Barasat,BT,West Bengal,22.72388,88.483483
Baijnathpur,BYP,Bihar,25.901014,86.653766
Bahadurpur,BPD,West Bengal,23.4385195,88.4633792
Barsuan,BXF,Odisha,21.847398,85.119799
Amolwa,AMO,Bihar,27.211161,84.478487
BAYANA JN,BXN,Rajasthan,26.916354,77.297131
Sukhshena,SKEN, ,25.790577,87.111962
DUNGARPUR,DNRP,Rajasthan,23.867175,73.695462
CHAURE BAZAR,CHBR,Uttar Pradesh,26.469531,82.118735
DUDWA,DDW,Uttar Pradesh,28.50831,80.672161
CHOKI SORATH,CKE,Gujarat,21.659142,70.525813
Chilhia,CIH,Uttar Pradesh,27.35207,82.990864
DHULIAN GANGA,DGLE,West Bengal,24.672086,87.937644
CHIDAMBARAM,CDM,Tamil Nadu,11.391471,79.7033411
CHHOTI ODAI,COO,Rajasthan,26.558703,76.805294
CHAMUA,CAMU,Bihar,27.13770218,84.40083419
Dethli,DHLI,Gujarat,23.486172,72.103051
DAINHAT,DHAE,West Bengal,23.60191,88.170269
DEVARGUDDA,DAD,Karnataka,14.66779,75.576141
Dewalgaon,DEW,Maharashtra,20.89116034,80.07926655
BIJWASAN,BWSN,Delhi NCT,28.5367,77.051292
DOBBSPET,DBS,Karnataka,13.23318016,77.24915543
DHANDHUKA,DCK,Gujarat,22.384024,71.975613
Cooch Behar,COB,West Bengal,26.3029681,89.6653098
Cherukara,CQA,Kerala,10.929228,76.228119
DELHI SARAI ROHILLA,DEE,Delhi NCT,28.662992,77.187106
DAYA BASTI,DBSI,Delhi NCT,28.667329,77.17139
Charawan,CWN,Punjab,30.501187,74.578082
Dundlodh Mukundgarh,DOB,Rajasthan,27.93879937,75.23735384
Bawani Khera,BWK,Haryana,28.939509,76.032707
Baharu,BARU,West Bengal,22.205278,88.44446
DOHNA,DOX,Uttar Pradesh,28.434064,79.432729
DORNAKAL JN,DKJ,Andhra Pradesh,17.445987,80.153157
GANGAPUR CITY,GGC,Rajasthan,26.468979,76.727708
DHARAMPUR,DMPR,Uttar Pradesh,28.150306,78.265728
DHORAJI,DJI,Gujarat,21.72217,70.44478
DALAUDA,DLD,Madhya Pradesh,23.948637,75.105361
TAKHRAU,TKRU,Uttar Pradesh,27.274196,79.212452
DUSKHEDA,DSK,Maharashtra,21.073708,75.839083
Ding,DING,Haryana,29.4610537,75.2606046
DHAPARA DHAM,DHPD,West Bengal,24.195866,88.246087
DHAMNI,DNE,Maharashtra,19.647058,77.177888
DHIRGANJ,DHRJ,Uttar Pradesh,25.745642,81.924339
GADAG JN,GDG,Karnataka,15.437048,75.642481
DAUNDAJ,DNJ,Maharashtra,18.23000657,74.17678092
DAVANGERE,DVG,Karnataka,14.467834,75.92229
DEORAGRAM,DRGM,Madhya Pradesh,24.096925,82.352464
DAMOY,DMYA,Madhya Pradesh,23.971208,80.996787
KADUR,DRU,Karnataka,13.552501,76.008846
DHAMTAN SAHIB,DTN,Haryana,29.688827,76.004006
FARIDKOT,FDK,Punjab,30.682857,74.76138
Daulatpur Haryana,DULP,Haryana,29.452123,75.88859
Dapsaura,DPSR,Uttar Pradesh,25.983503,80.202954
Dumerta,DMF,Orissa,22.185683,84.914683
Dharmapuri,DPJ,Tamil Nadu,12.126595,78.154742
Delvada,DVA,Gujarat,20.773429,71.041529
Dumri Khurd,DKU,Maharashtra,21.310416,79.312269
Dhansu,DNX,Haryana,29.211731,75.801658
Dholi Bhal,DIBL,Gujarat,22.44572,72.0826
Deshpran Ph,DSPN,West Bengal,22.029347,87.817047
Detroj,DTJ,Gujarat,23.33202781,72.17654591
GURNAY,GRN,Punjab,29.87436664,75.8046766
GILL,GILL,Punjab,30.840521,75.848169
DARRITOLA,DTL,Chhattisgarh,23.289638,82.395751
Dewan Hat,DWT,West Bengal,26.3029681,89.6653098
FUNGO HALT,FNO,Bihar,25.61873029,86.6044763
FARHEDI,FRD,Uttar Pradesh,28.71171697,78.79371616
GOLAKGANJ,GKJ,Assam,26.108359,89.83065
Fatehpur Chursi,FTC,Uttar Pradesh,26.843511,80.26179
Gangauli,GNGL,Uttar Pradesh,25.668107,82.863093
GOKAK ROAD,GKK,Karnataka,16.205164,74.738839
GURLI RAMGARHWA,GRRG,Uttar Pradesh,27.185739,83.771432
FAKHRABAD,FKB,Andhra Pradesh,18.824644,77.974481
GHORPURI,GPR,Maharashtra,18.52782092,73.89344839
GOLHALLI,GHL,Karnataka,13.148289,77.413983
Fateh Singhwala,FSW,Rajasthan,29.919979,74.029894
DUDHIA KHURD,DYK,Uttar Pradesh,28.46474,80.197805
Govindgarh Malikpur,GND,Rajasthan,27.240582,75.645001
GOREGAON ROAD,GNO,Maharashtra,18.162498,73.30253
DIWANKHAVATI,DWV,Maharashtra,17.855413,73.418174
GIRIMAIDAN,GMDN,West Bengal,22.340478,87.306151
GARNA SAHIB,GSB,Punjab,31.78056181,75.65349208
GOKULPUR,GKL,West Bengal,22.375923,87.293716
GULMA,GLMA,West Bengal,26.802802,88.403784
ISAND,EN,Gujarat,23.294039,72.484975
DUDDHINAGAR,DXN,Uttar Pradesh,24.20903185,83.21679154
GAJARA BAHARA,GAJB,Madhya Pradesh,24.05344,82.311761
Gumman,GMM,Himachal Pradesh,30.842438,76.97194
Gobarwahi,GBRI,Maharashtra,21.514747,79.723237
Dalli Rajhara,DRZ,Chhattisgarh,20.586729,81.067973
Gir Hadmatiya,GRHM,Gujarat,20.988488,70.687208
Gorakhnath,GRKN,Orissa,20.308158,86.260098
Bagula,BGL,West Bengal,23.33546471,88.64640372
Guru Harsahai,GHS,Punjab,30.715001,74.399987
Garh Baruari,GEB,Bihar,26.019349,86.605596
Gevra Road,GAD,Chhattisgarh,22.348524,82.64566
Ghori Halt,GHRI,Uttar Pradesh,27.373959,80.503293
Ganjmuradabad,GJMB,Uttar Pradesh,26.987889,80.177008
Gaju Halt,GAJU,Uttar Pradesh,27.204231,80.372973
GANGINENI,GNN,Andhra Pradesh,16.781754,80.498954
HARRAWALA,HRW,Uttarakhand,30.260892,78.097705
NAGROTA SURIYAM,NGRS,Himachal Pradesh,32.051899,76.09101
Hole Narsipur,HLN,Karnataka,12.786495,76.24646
HARANGUL,HGL,Maharashtra,18.385198,76.480912
HOMBAL,HBL,Karnataka,15.520136,75.576122
HARDA,HD,Madhya Pradesh,22.338414,77.10084
HATIKHALI,HTL,Assam,25.61107,93.090848
JAORA,JAO,Madhya Pradesh,23.627773,75.115632
HINDUMALKOTE,HMK,Rajasthan,30.147103,73.925834
GHUNAS,GUNS,Punjab,30.320113,75.420592
HARGAON,HA,Uttar Pradesh,27.769192,80.728229
HAMIRGARH,HMG,Rajasthan,25.187264,74.616939
HAGARI,HGI,Karnataka,15.15123873,77.05174732
HAPA ROAD,HPRD,Gujarat,23.540458,72.938107
PATTAMBI,PTB,Kerala,10.80193298,76.18133665
Pabnawa Jasmahinder Halt,PBJM,Haryana,29.89569571,76.65271797
HADDINAGUNDU,HDD,Karnataka,15.153264,76.979148
JAMSAR,JMS,Rajasthan,28.24751,73.398985
GOALPARA TOWN,GLPT,Assam,26.126535,90.620659
HEBSUR,HBS,Karnataka,15.42206,75.283878
GUNTAKONDURU,GUK,Andhra Pradesh,16.45715,81.077533
JAWALI,JAL,Rajasthan,25.462722,73.396871
Hazrat Nagar Halt,HZN,Uttar Pradesh,28.633331,78.665909
Haludpukur,HLD,Jharkhand,22.7428208,86.2607646
Ghausganj,GSGJ,Uttar Pradesh,27.13512687,80.29182666
Jambara,JMV,Madhya Pradesh,21.943048,78.251975
Hassan Junction,HAS,Karnataka,13.003182,76.117359
Hridaypur,HHR,West Bengal,22.711098,88.470282
Her,HER,Maharashtra,18.42690339,76.97130647
JADARAMA KUNTE,JRKT,Karnataka,16.28426707,75.83866139
JOGIWALA,JGW,Punjab,31.093842,75.067432
IKKAR,IKK,Uttarakhand,29.891989,78.099997
JETHA CHANDAN,JCH,Rajasthan,26.999949,71.308307
KANSRAO,QSR,Uttarakhand,30.07856986,78.1417954
JATAULA SAMPHKA,JSKA,Haryana,28.372602,76.799492
JHARWASAA,JWS,Rajasthan,26.210097,74.7074
JAWLMUKHI ROAD,JMKR,Himachal Pradesh,32.015744,76.226427
KANDWAL HALT,KAWL,Himachal Pradesh,32.282959,75.769823
KAYAR,KAYR,Maharashtra,19.90643,78.907292
JAITWAR,JTW,Madhya Pradesh,24.740226,80.863876
JAULKA,JUK,Maharashtra,20.28544292,77.0759091
JUKEHI,JKE,Madhya Pradesh,23.986873,80.432389
Kanoh,KANO,Himachal Pradesh,30.992083,77.118006
JIND JN,JIND,Haryana,29.328876,76.289617
JAM JODHPUR JN,JDH,Gujarat,21.906659,70.031387
Jakhalabandha,JKB,Assam,26.563801,92.991109
JIVANTI HALT,JVT,West Bengal,24.080517,88.192446
JAMUNAMUKH,JMK,Assam,26.108194,92.741306
Kankroli,KDL,Rajasthan,25.049119,73.909586
JHAROKHAS,JRQ,Uttar Pradesh,24.1796157,83.16415065
Nakaha Jungle,JEA,Uttar Pradesh,26.803135,83.360755
JOBA,JOBA,Madhya Pradesh,24.096599,81.762682
JAMUAWAN,JMN,Bihar,24.81523,85.292477
Jaroli,JRLI,Orissa,21.952769,85.419294
JASIA,JSS,Haryana,29.005749,76.649455
KASU,KASU,Maharashtra,18.64059,73.079446
Kallai,KAL,Tamil Nadu,9.977293,78.670312
KARWAR,KAWR,Karnataka,14.821387,74.183139
Islampur,IPR,Bihar,25.1385771,85.21730071
JAGDALPUR,JDB,Chhattisgarh,19.066004,82.013757
CHANDAGIRIKOPAL,CGKP,Karnataka,12.478702,76.716049
JAWAI BANDH,JWB,Rajasthan,25.114043,73.147325
Jaijon Doaba,JJJ,Punjab,31.349656,76.134971
JiaGanj,JJG,West Bengal,24.244268,88.27698
New Garia,NGRI, ,22.4727,88.397713
Hosur,HSRA,Tamil Nadu,12.717606,77.822839
Khamil Ghat,KBK,Rajasthan,25.626813,73.864884
Junichavand,JCN,Gujarat,21.385151,70.683667
Kansiya Nes,KANS,Gujarat,21.244102,70.640042
KESAMUDRAM,KDM,Andhra Pradesh,17.686252,79.896471
CHINK HILL,CNHL,Maharashtra,18.099269,75.454685
KUNDARKHI,KD,Uttar Pradesh,28.68044443,78.78806506
Kakinada Port,COA,Andhra Pradesh,16.955204,82.240057
JANGIPUR ROAD,JRLE,West Bengal,24.459515,88.04076
CHITRAKUTDHAM KARWI,CKTD,Uttar Pradesh,25.217611,80.922775
Kalasumudram,KCM,Andhra Pradesh,14.21716,78.099683
KOHDAD,KDK,Madhya Pradesh,21.70262289,76.36547849
Champion,CHU,Karnataka,12.936251,78.262564
CHAMARAJ,CJR,Gujarat,22.735539,71.555883
CHAJLI,CJL,Punjab,30.04298553,75.81228635
KARKHELI,KEK,Maharashtra,18.944571,77.7382
CHAINPUR,CNPR, ,23.729821,85.582933
KUNDLI,KDI,Gujarat,22.27884406,71.68394942
CHHEHARTA,CIA,Punjab,31.621878,74.794278
CANCONA,CNO,Goa,15.006906,74.039454
CHONGAJAN,CJA,Assam,26.062329,93.818104
CASTLE ROCK,CLR,Karnataka,15.397879,74.334484
KADAKOLA,KDO,Karnataka,12.190407,76.663729
JOGIGHOPA,JPZ,Assam,26.241537,90.576384
Kurseong,KGN,West Bengal,26.877401,88.277001
Chhotaki Masaudhi Halt,CKMI, ,25.3303975,85.03175144
Kanwat,KAWT,Rajasthan,27.58952144,75.67626637
Chintaman Ganes,CNN,Madhya Pradesh,23.145849,75.741029
Cinnamara,CMA,Assam,26.715527,94.169432
Chima Pahad,CMW,Andhra Pradesh,17.516012,80.463656
Chitta Halt,CHTT,Uttar Pradesh,17.823439,77.537077
Charkhi Dadri,CKD,Haryana,28.600799,76.279921
Chak Safaura Halt,CKSR,Uttar Pradesh,28.211203,79.842478
Chhaprawat,CHWT,Uttar Pradesh,28.54197033,77.79989096
Kodimbala Halt,KDBA,Karnataka,12.718252,75.476631
KEMRI,KEMR,Uttar Pradesh,28.809864,79.197796
KHED TEMPLE HALT,KHTX,Rajasthan,25.886234,72.109226
CHOPAN,CPU,Uttar Pradesh,24.51403,83.025843
DAHINSARA JN,DAC,Gujarat,22.955607,70.618291
Patsul,PTZ,Maharashtra,21.0022,77.038231
KHAJURHAT,KJA,Uttar Pradesh,26.525308,82.126813
DEOBAND,DBD,Uttar Pradesh,29.6800315,77.6708734
CHURAMAN NAGRI,CRG,Rajasthan,27.40119,77.61767
CHITTAURGARH,COR,Rajasthan,24.874341,74.623687
CAVALRY BARRCKS,CVB,Andhra Pradesh,17.494734,78.518694
CHURK,CUK,Uttar Pradesh,24.6496787,83.1032006
Kapasan,KIN,Rajasthan,24.86221,74.312762
KHAIRAHI,KHRY,Uttar Pradesh,24.80203661,82.98577448
DHARMABAD,DAB,Maharashtra,18.88826031,77.8493415
MUMBAI CURREY ROAD,CRD,Maharashtra,18.9937,72.83266
CHATAR HALT,CTHT,Bihar,24.842144,85.495374
KALANAD HALT,KLAD,Kerala,12.467679,74.998515
DHASA JN,DAS,Gujarat,21.782545,71.518008
KHODIYAR,KHD,Gujarat,23.156554,72.548244
CHHATRAL,CTRL,Gujarat,23.26246,72.468518
Choti Khatu,CTKT,Rajasthan,27.155534,74.35723
Kalkund,KKD,Madhya Pradesh,22.47801,75.85927
Charghat Piparia,CRE,Madhya Pradesh,23.044097,79.929889
Deula,D,West Bengal,22.214924,88.281483
Khijadiya Junction,KJV,Gujarat,21.740875,71.275556
Dhari Junction,DARI,Gujarat,21.326767,71.027594
Diara,DEA,West Bengal,22.798157,88.280471
Charegaon,CRN,Madhya Pradesh,22.04203838,80.14011549
Chital,CTL,Gujarat,21.745689,71.218128
Dadpur,DPUR, ,19.972516,83.250076
Kharkhari,KHRI,Jharkhand,23.760124,86.234894
Katphal,KFH,Maharashtra,18.23255147,74.59603217
Kurinjipadi,KJPD,Tamil Nadu,11.572583,79.595999
Khemli,KLH,Rajasthan,24.690834,73.842386
Kalanaur Kalan,KLNK,Haryana,28.8349236,76.389612
Dhindsa,DDK,Punjab,30.895838,74.738503
KHAMMAM,KMT,Andhra Pradesh,17.249347,80.138491
KHUTAHA,KTHA,Madhya Pradesh,24.802248,80.86085
DUNGAR JN,DGJ,Gujarat,21.078274,71.553226
KAIMA,KMA,Madhya Pradesh,24.611085,80.845912
KANHARGAON NAKA,KNRG,Maharashtra,19.94397081,77.14622609
Kelamangalam,KMLM,Tamil Nadu,12.6162,77.865703
KANTHALIYA ROAD,KTLR,West Bengal,23.991771,88.179001
KAREPUR,KRPR,Maharashtra,18.589152,76.681135
KHANDWA,KNW,Madhya Pradesh,21.823596,76.353227
Kathunangal,KNG,Punjab,31.7287,75.015194
Diamond Harbour,DH,West Bengal,22.191902,88.189916
DHARODI,DHY,Haryana,29.6399236,76.05597469
KHANPUR AHIR,KNAR,Rajasthan,27.911754,76.589847
C SHAHU M RAJ KOLHAPUR TERM,KOP,Maharashtra,16.70257,74.237695
KESHOLI,KOLI,Rajasthan,24.727194,76.790369
DHENGLI PP GOAN,DGPP,Maharashtra,19.406622,76.49169
Kothari Road,KTHD,Chhattisgarh,22.156964,82.70858
KHAMBHALIYA,KMBL,Gujarat,22.217513,69.657344
Kirandul,KRDL,Chhattisgarh,18.757486,81.258131
KANALAS JN,KNLS,Gujarat,22.319955,69.896549
KODUMUNDA,KODN,Kerala,10.81693051,76.14287908
KARSINDHU,KSDE,Haryana,29.392008,76.731866
KASHI CHAK,KSC,Bihar,25.070799,85.718754
DERGAON HALT,DGNH, ,25.088974,85.751319
KURRAIYA,KRYA,Uttar Pradesh,28.416819,80.244212
KARJODA,KRJD,Gujarat,24.218469,72.455671
QASIMPUR KHERI,KPKI,Uttar Pradesh,29.18277,77.28593
Kumar Sadra,KMSD,Chhattisgarh,18.912986,81.671506
Kauwapur,KPE,Uttar Pradesh,27.51582161,82.29790151
Kashipura,KSUA,Gujarat,23.120701,73.170262
Karepalli,KRA,Andhra Pradesh,17.511408,80.271865
Katosan Road,KTRD,Gujarat,23.409181,72.246237
Dhakuria,DHK,West Bengal,22.51554,88.371504
Kalanwali,KNL,Haryana,29.835057,74.97985
Loharu,LHU,Haryana,28.427051,75.801613
DHINDHORA HKMKD,DNHK,Rajasthan,26.803925,77.103482
LAKHMAPUR,LKY,Karnataka,15.870282,75.627712
Loharpurwa,LPW,Uttar Pradesh,27.082641,83.268484
LUNSU HALT,LNS,Himachal Pradesh,32.018944,76.1797
Lehra,LER,Uttar Pradesh,27.161243,83.234142
MAKRERA,MKRA,Rajasthan,26.31092531,74.5333716
LACHYAN,LHN,Maharashtra,17.27957376,75.97170146
LAUL,LAUL,Maharashtra,18.03387288,75.39501005
KAPARPURA,KVC,Bihar,26.179892,85.309233
LODI COLONY,LDCY,Delhi NCT,28.579455,77.216548
MANDPIYA,MDPA,Rajasthan,25.261369,74.635713
KATNI,KTE,Madhya Pradesh,23.833385,80.400543
KARELI,KY,Madhya Pradesh,22.932344,79.066765
LINGANENIDODDI,LMD,Andhra Pradesh,15.399929,77.703397
KATA ROAD,KXX,Maharashtra,20.187339,77.11088
KHAJURAHO,KURJ,Madhya Pradesh,24.7969839,79.8900217
HULKOTI,LKT,Karnataka,15.434667,75.531958
Lohardaga,LAD,Jharkhand,23.445967,84.70733
KALSUR,KVS,Karnataka,14.88804207,75.40095654
KAZIPARA,KZPR,West Bengal,23.909854,88.188491
LUMDING JN,LMG,Assam,25.750036,93.1766
LADPURA,LR,Rajasthan,26.504385,74.728726
KHUDDA KORALA,KZX,Punjab,31.729693,75.647484
MAHAJAN,MHJ,Rajasthan,28.793007,73.853666
LUNKARANSAR,LKS,Rajasthan,28.493395,73.743155
MAJBAT,MJBT, ,26.784587,92.287814
LUNI JN,LUNI,Rajasthan,26.001256,73.003175
Kathara Road,KTRR,Uttar Pradesh,26.310011,80.228735
Kuswa,KWW,Uttar Pradesh,27.473814,78.403697
KUDAL,KUDL,Maharashtra,16.017651,73.67813
KALLAYI,KUL,Kerala,11.234607,75.788884
Kavutaram,KVM,Andhra Pradesh,16.32892,81.069608
MADDUR,MAD,Karnataka,12.604742,77.049522
Khurdpur,KUPR,Punjab,31.424854,75.72317
Bidyadabri,BDYR, ,26.271855,89.767506
Madhoganj,MAH,Uttar Pradesh,27.117963,80.135457
Lovedale,LOV,Tamil Nadu,11.382403,76.704285
Laukaha Bazar,LKQ,Bihar,26.543198,86.463013
Karuvalli,KVLR,Tamil Nadu,11.831114,78.027912
Lawa Sardargarh,LSG,Rajasthan,25.272756,73.948453
MAJHOWLIA,MJL,Bihar,26.802772,84.619139
Jumnal,JML, ,16.72300229,75.71413356
MIYONKA BARA,MNKB,Rajasthan,25.872727,72.728511
MAIBANG,MBG,Assam,25.30497,93.135371
MADDIKERA,MKR,Andhra Pradesh,15.256635,77.411496
MANDAPAM CAMP,MC,Tamil Nadu,9.281533,79.134997
LATUR,LUR,Maharashtra,18.429166,76.556049
Manjhra Purab,MJPB,Uttar Pradesh,28.300646,81.160402
LATUR ROAD,LTRR,Maharashtra,18.506494,76.845289
MARWAR KHARA,MKHR,Rajasthan,27.06056944,72.13007151
MAHBUBABAD,MABD,Andhra Pradesh,17.597561,79.999792
MANGLIYA GAON,MGG,Madhya Pradesh,22.815074,75.918051
MANGELA,MGL,Karnataka,16.223191,75.749383
MANDASOR,MDS,Madhya Pradesh,24.075937,75.076343
MOKHAMPURA,MAKH,Rajasthan,26.030315,74.68323
MARIAHU,MAY,Uttar Pradesh,25.597006,82.598166
MADLAUDA,MLDE,Haryana,29.399824,76.809711
MEDCHAL,MED,Andhra Pradesh,17.639335,78.474557
MASAIPET,ME,Andhra Pradesh,17.88053655,78.46695707
MADHAVNAGAR,MDVR,Maharashtra,16.886605,74.575493
KHULDIL ROAD,KDRD,Uttar Pradesh,24.368372,82.86161
MANGALIYAWAS,MLI,Rajasthan,26.278197,74.492705
MADARIHAT,MDT,West Bengal,26.69455139,89.27455902
Dighwa Dubauli,DWDI,Bihar,26.26522955,84.74324864
MAHUVA JN,MHV,Gujarat,21.09412,71.756011
Mahtha Bazar,MHBZ,Uttar Pradesh,27.391561,82.957379
Maniram,MIM,Uttar Pradesh,26.838267,83.342407
Mirzapur Bachhaud,MBV,Haryana,28.077937,76.198447
Malad Gaon,MDDG,Maharashtra,18.36212,74.596581
Manjhlepur,MNJR,Uttar Pradesh,25.994578,81.178625
Mandagere,MGF,Karnataka,12.730158,76.378905
Goaldih,GADH,Orissa,21.726323,85.546265
Makhdumpur Gaya,MDE,Bihar,25.077131,84.979105
Mahuda,MHQ,Jharkhand,23.747481,86.270783
Maheshmunda,MMD,Jharkhand,24.232416,86.389033
MORANHAT,MRHT,Assam,27.1829782,94.9193076
MOTIMARI,MTMI,Andhra Pradesh,16.956602,80.320896
MILAVITTAN,MVN,Tamil Nadu,8.811577,78.087335
MUNDKA,MQC,Delhi NCT,28.6884912,77.02856887
MARSUL,MRV,Maharashtra,19.233398,77.098156
MALLIYAM,MY,Tamil Nadu,11.079116,79.595866
MOHANPURA,MOPR,Rajasthan,29.992445,73.845031
MASUR,MSR,Maharashtra,17.404241,74.144209
MARTHIPALAYAM,MPLM,Tamil Nadu,11.021579,78.023359
NARODA,NRD,Gujarat,23.085662,72.658017
MAHUAWA KHURD,MUUA,Uttar Pradesh,26.854361,83.593922
MAHESANA JN,MSH,Gujarat,23.602623,72.388708
NILAJE,NIIJ,Maharashtra,19.155062,73.079908
MUKKALI,MUKE,Kerala,11.68423,75.550362
MANABAR,MVF,Orissa,18.839732,82.695903
MYSORE JN,MYS,Karnataka,12.318946,76.646013
Marpalli,MRF,Andhra Pradesh,17.54542,77.771485
Masarahalli,MSS,Karnataka,13.804192,75.735905
Malatipur,MPE,West Bengal,22.651892,88.762823
Napasar,NPS,Rajasthan,27.980942,73.56399
Marandahalli,MZU,Tamil Nadu,12.388944,78.017329
Malupota,MXP,Punjab,31.184014,75.965393
Manpur Nagaria,MPG,Uttar Pradesh,27.908304,78.818201
Mattagajpur,MTND,Orissa,20.441552,85.946128
PANDABESWAR,PAW,West Bengal,23.711965,87.277416
MAIHAR,MYR,Madhya Pradesh,24.255485,80.763148
NIBKARORI,NBUE,Uttar Pradesh,27.32874892,79.40995966
PARBHANI JN,PBN,Maharashtra,19.25746,76.774119
PURNA JN,PAU,Maharashtra,19.180527,77.024985
OSIYAN,OSN,Rajasthan,26.729223,72.899779
New Gitaldaha,NGTG,West Bengal,26.0707762,89.5868746
PAMBAN JN,PBM,Tamil Nadu,9.279729,79.213482
ORDI,ORDI,Rajasthan,24.83576663,74.63042028
Naimisharanya,NM,Uttar Pradesh,27.355137,80.484435
PALAIYAM,PALM,Tamil Nadu,10.718615,78.129081
PANCHOT,PHC,Gujarat,23.635162,72.339879
NAWALGOHAN,NVLN,Maharashtra,19.79863469,77.12327222
NILESHWAR,NLE,Kerala,12.255885,75.13575
NAWADIH,NWD,Bihar,24.886758,85.548645
Naya Nangal,NNGL,Punjab,31.378961,76.354211
JAIMURTINAGAR F,JMM, ,26.836932,85.066065
